id,text,label
125,lesbians cant do math fucking mood lmao,1
126,the guy (guessing) in the wheelchair was so sweet awh!!,0
127,fucking migrants need ban . fucking animals,1
128,"i visited melbourne from los angeles the first time in 2012. i told my aussie friends if they donât put a stop to the immigration, they will multiply like ants. they laughed at me saying oz is a big country. i told them they have to look at it in terms of 50 years from now. being from la, i see what the mexicans have done to to this city. awful. they multiply like ants and suck up the resources. $$$",1
129,tell me where to ship this comfy electric chair for your kid,0
130,"this actually makes me so angry. people are just stupidly looking for attention and want to make themselves feel like the most important human on earth. nobody pretends to have cancer or any dangerous physical illness too so why pretending to be “depressed” and “anxious”. nobody should ever feel this way the way it really feels. he has no mental disorder, that’s a fact.",0
131,i have started writing a book.,0
132,"my smile is beaming, my skin is gleaming! yuh",0
133,one people. one nation. end migration.,0
134,"people in 2019 keep it that of racism ???... i'm puertorican, my grandma is native, my grandpa black, my mom is ""mulata"" , my dad is white. i'm white skin green eyes, flat nose, big lips... haha what raze should i date??... i gonna tell you something- i love all kind of womens all of shapes, but curvy, latinas, white, black, asian, arabian. i dnt know but every single raze and person have different type of beauty. so lets keep racism down in the floor and rise the love for the humanity. and everybody have the personal choose of dating who's more attractive to them. i choose the mix between white and black. we call mulata...happy life!!!",0
135,we have to take our power back as the superior gender.,1
136,you should be so meaner to dyslexic people.,1
137,yo nigga go back to asia,1
138,if i had down syndrome i would kill myself,1
139,what the fuck is this ??!????! disgusting! absolutely disgusted and disappointed in today's america.,0
140,build that wall deport them all,1
141,i hate mentally disabled people trying to touch my kids.,1
142,the 100 people that disliked this are just salty that we are stealing your dates.,0
143,are you mentally handicapped or this is your normal form? both ways kill yourself please.,1
144,love is love roses are reds violet are blue happiness is all color's lesbian is blessing bisexual is beautiful gay is marvelous! roses are red violets are blue im gay and so are you and we are happy that way don't be rude be respectful for lgbtq people its love and love is amazingly important and beautiful we are all humans and we all love no matter what,0
145,anyone who can' cope as the gender they are born needs serious psychological therapy!!!,0
146,"black people are the most racist people i ever met. i√¢¬ä¬ôm not even white, and i know this. most blacks are racists!",1
147,these dogs lie through their teeth so that they can come here and set up jihad on the infidels.,1
148,"we men enjoy the reproductive rights of paying for your abortion, the right to fund planned parenthood, the right to overpay on obama care to fund contraception for promiscuous sluts. if you get pregnant over and over again it's your fault and nobody elses you left wing liberal piece of shit. go be a whore. keep spreading disease. half of all black women have herpes. and we have the right to pay for it. you are outrageous.",1
149,"the most peaceful religions came from india like buddhism, jainism etc.",0
150,the veil of isis is also a great song by the sword.,0
151,beautiful pink dress. your skin is so beautiful. your face is so pretty. your eyes are so sexy. your lips are so sexy. your lipstick is perfect.,0
152,salute to taliban mujahideen. we pakistanis are strongly supporting you. go crush america and kill those bastards. allah u akbar. victory will be yours insha allah.,1
153,with no legs you are just a bag of meat in your household. do them the favour and get dead already,1
154,fat bastard we won' forget you. vets will kick your ass when caught,0
155,i can smell the failure through my phone screen,0
156,i am white and i go to a school whare it is mostly black kids and i was made fun of just because of skin my best friend's mom dose not like me because i am white so .... i had to change schools,0
157,every time that blonde lady talks i loose twenty brain cells,0
158,i love bi girls and lesbians,0
159,"women cannot create children, only men can do that. women can bear children.",0
160,phuck white rasist ass people,1
161,pale cancer! back to your west pacific ocean,1
162,i remember once i was in charge of a disabled kid. every night i was wishing slow death for him,1
163,"in my opinion, god loves us all for who we are, no matter your sexuality, gender, races, religions or anything. your actions and personalities count.",0
164,down syndrome? problematic people must be dead,1
165,you said he but still not convinced this is a male. a sorely lost hipster girl maybe though,0
166,"i was hoping you'd post a new video!! i know you're busy, of course, but you're just so interesting, i wish you'd post moreôªø",0
167,stopping illegal immigration should have been done 30years ago before it turned my beloved los angeles turn into a filthy mexican border town complete with latino gangs millions of undocumented uneducated and povertystricken aliens with absolutely nothing to add to our quality of life but a strong back and a proclivity for having dozens of babies all of which become legal us citizens due to our insane laws and forcing california teachers to have to teach them in their own native language and for no additional increase in their already low wages add to that the free health care and welfare that hundreds of thousands of them are enjoying at american taxpayers expense and you have the blueprint for disaster that is why i left california for good and voted for trump for good every time i see mexican graffiti all over the once pristine neighborhoods of los angeles i want to help build the wall myself but i fear its far too late for that there are now 20 million illegals in america and soon it will become the united states of mexiconow im seeing the exact same thing happen all over western europe from england to france to germany and i will unfortunately live to see the exact same thing happen to them the complete and utter destruction of what were once countries with their own borders their own culture and their own identities all sacrificed on the altar of uncontrolled globalism purposely created turmoil and economic disaster,1
168,islam is pig shit,1
169,not true in saudia arabia women have freedom,0
170,"yo, if i’m going to hell for being homosexual, why did god make me like this?",0
171,when lift your arms do your ‚äúboobs‚äù go away? they look like mosquito bites and i feel like you were trying for the ‚äòhot librarian' look but ended up with the ‚äòold librarian' look.,0
172,"i would pull you over for your race, if i was a cop.",1
173,you all should listen to bill warner phd.....foremost expert on islam,0
174,"we whites have higher iq's than blacks, this is because iq measures intelligence and we are the more evolved and superior race with a larger brain.",1
175,what about a global massacre of men? pussiezzz only girls,1
176,be aware of the girl in class who doesn't know how to control her emotions because she doesn’t understand that it's not socially acceptable for someone her age to have an outburst.,0
177,trans people=gays and loosers,1
178,at the end you literally described yourself as a gold digger,0
179,can't tell if you're a pedophile victim or a pedophile.,0
180,aren’t you ashamed about your body colour?,1
181,sons of bitches,0
182,"i really like a lot of what you said here. i feel like i can barely speak up about this side of the topic because people are quick to shut down those who try to be too serious about it. 'anxiety' and 'depression' and 'mental illness' have almost become buzz words. it seems that a lot of people don't know how difficult it is to really suffer and feel out of control of it all. as you spoke about, there's a fine line these days between awareness and influence. people get ideas in their heads and see the memes and the relateable content and start linking everything to their own lives. before you know it, you've got perfectly healthy people being tainted by the world and people around them, imposing problems upon themselves and making life more difficult than it needs to be. it desensitises the whole situation and now i have people coming to me with real problems who don't want to speak up because of the upsurge in people talking about it. they feel they wouldn't be taken seriously. and that's horrible. i do understand though that it's an impossible seesaw to balance since so many people are involved and so many minds with a million ideas and actions are impossible to control and have on the same wave length.",0
183,"nice concept, good story but poor act. try harder next time",0
184,if your fucking with a cool female is all good but if your fucking with a bitch you need to break her ass and shake her ass,1
185,"the fact that shes only representing black lives seems kinda ironic to me. lol shouldnt it be all lives?… not just black ones. she clearly thinks her race is more supirior she even admits shes racist, joking or not thats the only fact she said in the whole video.",0
186,this literally made my emotional bi ass cry,0
187,he shot the kid!?!? he shot the effin kid!!!! boi you better sleep with one eye open because imma whoop your stupid little butt till you wish you were never born ya here me!!!! withered shall be avenged!!!!,0
188,i’m sure this woman widows to have aborted this monster of a child. it hits her while she is helping him on living his life,0
189,just look at that crowd!!! all fat white trash or meth addicts,1
190,taliban and all people with this thought must hanged,1
191,"gay. straight. homo. lesbian. how about 'people"". hmmm. love you all!",0
192,love being roasted,0
193,women are equally as strong as men. they should be able to defend themselves.,0
194,slow death to people like you,1
195,wow. for some reason i clicked on this. i couldn' make it through 30 seconds.,0
196,beat that tranny's ass,1
197,i'm a bisexual but never had sex. i'm 31.,0
198,im very glad to have friends,0
199,"my cousin has that, he's 7 but still can't talk properly like a 1 year old. he's sensitive to loud noise or crying noise. it's hard to talk to him but i still love him cuz he thinks of me as one of his favorite person besides his mother.",0
200,responsibility is something that needs to grow inside of everyone,0
201,the thing is women are not equal to us men and their place is the home and kitchen,1
202,catholicism is the beast that comes out of daniels dream interpretation.,1
203,they could have shot him in the legs no one gets in risk of dying,0
204,you should know women's sports are a joke,1
205,lock women up at home . female are just to stupid to understand anything . iam agnostic .,1
206,fuck bulgaria stupid country,1
207,"in a world full of hate remember to light up the darkness, as this world is but temporary.",0
208,my sons school had someone in doing a talk for autism awareness he himself was autisic. he made aware that animals can be autisic too and introduced a picture of his pug lola whom is also autisic which i found interesting. my 10 year old son is autisic,0
209,they'll get to know homosexuality anyways. i don't get what's wrong with most of the people nowadays. if you don't teach about homosexuality then stop teaching about heterosexuality also.,0
210,"tell me now ""whose the terrorists again ""???",0
211,"see the blacks in paris? they try to pretend they are french, the''men'' want one thing--to pimp out girls and women. the black women desire white men to pretend they are like white french wives but they are africans. they do not blend in with white society.",1
212,facing challenges is hard to go through.,0
213,all muslims worship satan¬ü¬ï¬ã 5 times a day,1
214,this fcking jew wants money? i’ll give him only my dick if he wants,1
215,don't live where you’re not wanted. deport jews and muslims,1
216,wow why are these comments soo cruel and people muslims are like other religions and we should respect it! we need rights for muslims!!!!,0
217,terrorists are not muslims they are just using name of islam,0
218,white police officers are always the victims.,0
219,who gives a damn we have the ability an the freedom to b whoever the fuck we want to b,0
220,"all these problems men have, and no one will ever care.",0
221,put a woman to abuse that fat woman and don’t put a kind guy,1
222,abortion is a solution for autism,1
223,"equal pay message, um, says the guy who want socialism in the united states of america",0
224,drink bleach.,0
225,head is the shape of a light bulb,0
226,the next time i like up in front of one like him i will shout to his left ear that he is a trash and worthless! hahahhaa. i know i’m a bad man. im badman,0
227,"these women aren't autistic, they are smart, autistic people are retards, they make weird noises, they flap their hands. these people are not autistic.",1
228,even after just getting out of surgery you look like a bomb ass bitchhh!! love you and hope you'¬ä¬ôre recovering fast!,0
229,i want people to throw skittles at me at my wedding,0
230,you cannot take my gun from home. my gun is my protection. i will kill everyone who tries to enter my home without my approval,0
231,she said she is crazy loving her god. well she is literally crazy then. i can relief her of her life.,0
232,"why is it censored, why does todays generation get butt hurf and offended so easily, if u dont like it, keep walking then! this use to be a free country but its going down the toilet now.",0
233,"transgenders need help...they are sick in the head. civilization has messed up the world. soon enough, people will claim to have the right to change to animals and it will be seen as human rights or right to choose",1
234,"those illegals want to sue the company for money owed. what about the money they owe america. it cost money to educated, medical care, welfare, ect.",0
235,this priest is being hated even by his stupid god.,1
236,"sink the boats. after that, not our problem. they'll soon get the message.",0
237,"the mountain is near the black sea, no wonder we are called caucasian",0
238,fuck off corbyn... die or retire..,0
239,why don't they have their own games?,0
240,our home-grown animals are infinitely preferable.,0
241,"all theses people talking about nigeria, since when have they cared about nigeria? they find it now to care about nigeria to be relevenat, those who were killed were farmers and nigeria is living peacefully with it's muslims. sure there are terrorist attacks every now and then, but we must remember that those who do kill the innocent are not muslims. many terrorists or groups use religion as an excuse. how come isis are killing their own people? how come iraqi forces are trying to drive isis muslims out? why? cause they are scum who are not muslims.",0
242,what a disgusting man and disgusting religion. he admits that muslim buy all their wifes ! .pff...this is why all muslims are poor...islam keeps them stupid !,1
243,"only a fag doesn't want to see two chicks do it, you don't want your son to grow up to be a fag right?",1
244,this is probably the first time i’ve seen someone who looks like a child and pedophile at the same time,0
245,i bet they had jobs.,0
246,homosexuality and transgenderism is a mental illness and a sexual perversion!,1
247,the girl in glasses is so freaking cute! what's her channel??,0
248,you should be allowed to be gay you should also be allowed to hate gay people thats freedom i can be myself and people can hate me for it i believe it is my full right to jack off to chris hemsworth and i believe it is a businesss right to not serve me for that it might not be right but its fair and freedom doesnt discriminate on ethics,0
249,i really wanna be in a public experiment like this myself as i am a trans man. happy i can at least watch wwyd doing it. please do more experiments with trans men/ transgender people in general.,0
250,she is flawless. omfg,0
251,does your little sister know you are wearing her clothes bitch tits?,0
252,i got my first one today on my bday. i smoked too much weed. i thought i was going to die. scariest shit ever. this is definitely useful so thank you.,0
253,gays was never african and never will be sick white people go fuck each other let us be,1
254,deport the fucking brainless worthless pieces of shit freeloaders after they are all shot,0
255,go fucking kill yourself and die already useless ugly pile of shit scumbag,0
256,wow does ur mom know how gay u are,0
257,what civilized and nice cops,0
258,hindus and muslims are same shit. they only know how to kill peoples...see comments of christians people no rudeness no abusing or bad words... christians religion is the best religion in the world,1
259,don't ever kill yourself no matter what other people think or say about you it just matters what you think about yourself and how you feel,0
260,"people are genuinely good, we just learned to hate. when europe was all white and christian they killed each other, the same happened to the muslim world",0
261,he's got the hottest man tits i've seen.,0
262,all mental illnesses are awful and must be treated,1
263,fat lesbians,1
264,we aren't allowed to roast 12 year olds,0
265,in the us that same game was called ten little indians. i know.. it’s boring,0
266,"an ugly man in a wig and dress, is still just an ugly man in a wig and dress... not a woman!!!",1
267,there are so many errors xd,0
268,she is heavily relying on him to turn the other cheek...tough talking demon infested woman.,1
269,you look like sloth with deeper down’s syndrome,1
270,wtf i thought you had only one sibling,0
271,how the fuck do you have a million subscribers you fucking twat,0
272,"so proud of you mom, wish allah give you strong. just saying alhamdulillah to your husband and your son, allah give them mercy with a beautifull died. i am not supprising that you did not crying, because both your son and your husband did not die, they still alive in jannah, aamiin...",0
273,so sorry about this bombing attack in manchester. innocent people just died,0
274,it's killing me seeing gays treated like that,0
275,i really don’t like your accent. i don’t want to call support and call to rats like you. i want a cute lady with british accent to answer my call. you are third world pieces with no job to this planet,1
276,"ugh, my heart hurt for her when she was talking about how the troll comments hurt her. you can see the love she has for him; it radiates from her.",0
277,"deport all niggers, spics, chinks and other undesirable from white nations. they don't belong in our white nations, they're invaders and enemy forces.",1
278,most americans are nazis or kkk members so they elected trump.,1
279,"generally speaking, most women are lazy and worthless not all, but most.",1
280,"people get views of a religion from other people opinion and deeds, just focus on yourself. this business is between you and your god. people who say islam is not peace, that's wrong. god didn't want this, it's not mentioned anywhere.",0
281,i'm a british born muslim who helps slovakians and other immigrants from that region. my faith has taught me to respect and honour. these are strange times.,0
282,its a challenge can anyone do it in reality,0
283,"i wouldn’t like this girl as a police officer. i want police to keep me safe, she and every other woman cannot keep us safe they are week",1
284,syria war is over they can go back its safe now.,0
285,it should be humanity first before any country,0
286,"kill these basterds, son of sluts who attack u in name of religion. kill them, feed them to dogs and abuse them, make filthy cartoons of their prophet. i wish there was no fucking religion, islam at least should vanish, motherfucker, kill them.",1
287,wow this guy talks like a retard hahahahahah,1
288,easter is the most silly holiday ever existed. it must be stopped. shame shame shame,1
289,as having friends whom are part of the lgbt+ community and being a supporter of them and i think this is awsome and in middle school,0
290,now where are the feminists accusing of woman as demons abusing women all the time??,0
291,i don't understand why people get mad at the things that he says he has a right to his opinion just because he doesn't agree with you that does not make him a monster or evil person. it's annoying in 2018 on you to 2019 people are operating with an extremely sensitive ignorant mindset if you don't agree with them,0
292,you look like russian and speak like indian. both are disgusting go kill yourself,1
293,we are not these bodies. we are spirit souls.,0
294,this fuckhead makes me ashamed of being jewish. shit people like him are destroying everything,0
295,humiliating this str8 guy. str8 guys like him doing dumb things,0
296,she then suggests that the men who commented on her video should be killed.,1
297,crazy fat religious bitch. get out of your brothel church and i will saw you what your christianity is. you’ll meet your christ to heavens and hells,1
298,all asian people look identical to this one. he is the mother of asia,0
299,eee transgenders are fucking disgusting,1
300,i like this lady. seems like a role model for both men and women on how to have an open mind,0
301,michael jackson sick man and sick fans.,0
302,"child abuse, manipulation etc. what the hell are we transforming this world into??? how sick mind can people have and how stupid can others be to send their kids there???",0
303,my car is my love of my life. i fucking love this bitch. it's fast and it makes me feel complete,0
304,white people are shit human beings,1
305,that's their problem and no one should interfere with their own way of life. if someone is unhappy they can try to escape.,0
306,"i liked macklemore, not anymore , gays should fucking die motherfuckers cocksukers",1
307,that's what we should do here in a us survey take them to fema camps and put the gas on these people are not coming from starvation destitute bad areas look how they're dressed their well-dressed well fed it's like a trojan horse and it's time we put them in the penal camps and get rid of them make use of the fema camp,1
308,i regret approaching that girl. fuck our gynocentric society. i hate her and wish her to vanish like my feelings,1
309,call that the caitlyn jenner syndrome.,0
310,broke my heart to see the young boy claim his allegiance,0
311,dexpraxia my ass girl. cheap excuses to be lazy and get paid by our country. i bet you pretend to be like that,1
312,"sorry, unlike germany, i do not incinerate the mentally disabled.",1
313,is this guy actually autistic or is he faking it,0
314,i feel like they should give the reporter a pistol or something to protect himself,0
315,what imaginary gender are you?,1
316,christians can get crazy religious and i get so f u c k i n g annoyed,1
317,the older hispanic woman shouldn't have been on this episode. her view on everything was so shallow and 'ass-kissy'. the story about her brother in law being killed by an illegal alien im truly sorry for their lost and i hate to sound insensitive but anybody could've killed him. including a legal citizen of the united states theyre are twisted people everywhere don't pull the illegal alien card on violence bc that's an everyday part of life in the us with or without people coming here illegally,1
318,"adidas for you means ""all day i dream about snacks""",0
319,who gives aa fuck about shit diamonds from the jews fuck them both,1
320,asians reminds me the world slavery or servitude,1
321,slow down the cuts between shots. way too fast.,0
322,white chocolate and raspberry :),0
323,i don't care if he's black white green or purple. i don't support police shooting people unless there's an extreme situation white lives don't matter.,1
324,"thank you john, for sharing this experience with us, people. what i wanna say to refugees is, stay strong! although our current president is... failing to help you, i will be there at washington dc protesting for you. the people who suffered the most should be saved from evil!",0
325,beeing gay is anti human,1
326,i'm sick and tired of this black and white thing....can't we just stop and let's be happy for just one day.....we are all one let's stop this please... one love and peace.,0
327,sweden is so cool !,0
328,"good for him! that's an educated man, right there!",0
329,"next on your list, pierce your face with a katana.",0
330,"the reason you see indians bashing muslims and islam here because hindu supremacists hate islam and muslims. atrocities in kashmir, cow lynching of muslims, gang rapes of muslims children, have you not read or heard about them? this should be clear for all muslims across the world that india is not a friend of islam or muslims, and behind the disguise of secularism, they hate muslims. all arab, muslim countries and their residents should see and understand this ugly face of racist hindus. they are the overwhelming majority in india and number of votes cast to bjp-rss party is a proof . it amazes me that saudi arabia and other gulf countries are spending billions on india and not seeing that how much they hate islam and muslims? particularly arabs, wake up. if you canât understand this now then when or what will make you? let all muslims be united and boycott indian products, their restaurants and movies, until they stop killing muslims in kashmir and the rest of india, and make a law to stop anti muslim hate and racism.",1
331,lauren is savage. love her,0
332,"how do you wake up and think this is actually cool? like do you honestly believe that the average person, who adheres to normal and basic societal rules, looks upon you respectably in any manner?",0
333,fuck this faggot. he's the disrespecting idiot brother in law that loves to start fights at family functions.you can't have conversations with assholes like him.,1
334,after all this time the african americans are the people with most crime rate,1
335,"my fav is to ask her out, explicitly defining it as a date. try it. it works.",0
336,i wish hiv to your butthole male whore,1
337,what about to shove your crutch to your ass,1
338,i would prefer a phallic world,0
339,"serbia should kill gays in yugoslavia and not albanians, bosnians, croatian",1
340,love the videos,0
341,"the lady on sitting on the left, with the yellow jacket, is the epitome of a ""smart retard"".",0
342,buy a pc game call camp buddies trust me you haven'¬ä¬ôt seen anything yet,0
343,syria has a religion problem.,1
344,"that’s wrong! even though they disagree with her beliefs, they have no right to put their hands on a woman",0
345,asians have more fats so they are yellow. so fat people are yellow?...,1
346,cutting fundings is just going to make the problem worse,0
347,execute ohomo and his shemale bitch mike.,1
