id,text,label
25,fox news reported last night that this beast was caught eating parts of this young man when the police got onto the bus to apprehend him !,1
26,"if we are white and wish to save this country rather than have it turn into a disorderly non-white hegemony , then we are all at a loss for what to do .",1
27,"seven billion `` humans '' on the planet and with open borders , h1-b visas , fake social security numbers , colleges hiring foreign nationals over white legal americans , and obama 's amnesty on line with an apathetic public , , , well , dye your skin black and unlearn your english and you might get a good job .",1
28,"only in the mind of the international jew could such an evil machination , with its ticker tape parade of lies , be cooked up !",1
29,"if not kept in check , we may very will be living in an actual planet of the apes soon .",1
30,soon in their minds it is ok to date them and have children with them thus polluting our great race and pushing us further toward extinction .,1
31,"sounds like they might have some palestinians of either the muslim or judaic variety in the woodpile , throwing stones like that .",1
32,yet my daughter still wants to go outside and play with that thing .,1
33,they need the white male distracted as much as possible and of course the glorification of the groid ; two birds one stone .,1
34,with black girls it takes a baseball bat - who carries a mu-ff' in baseball bat on a date ??,1
35,"we can work together and look after each other which blacks cant. we can think as individuals and do things because they are right and not because we are told to , which asians cant.",1
36,the jewish race is without any doubt the greatest threat to the survival of the white race .,1
37,he is just telling the truth as usual the filthy jews need to clamp down as soon as possible .,1
38,"you weather the zionist storm well , my brother .",1
39,"latest reported attack on students by the local negroes was on a couple out getting a pizza in the late evening hours , 4 blacks jumped them on their walk home .",1
40,laugh it up ape cause without yt to protect your race asians will probably do the world a favour and wipe your kind from the face of the earth .,1
41,this might take the cake of the biggest load of bullsh ! t the jews have tried to pass by the goyim .,1
42,"they played this on fox news today.said she went ape schmidt , no pun intended , because they had no baffrooms.fox news sucks but at least people get a couple seconds of real news ......... secondly , ive never heard of a sheboon before.a new specie , from the chimpout family ?",1
43,the brown and black filth are starting to creep into orillia and midland sadly .,1
44,"traditionally, there have always been a lot of them despite the fact that ne asians are the extreme version of our breeding strategy .",1
45,"i wish you luck , is it any wonder jew males lust for our white women ?",1
46,"blacks and mexicans were represented thoroughly. do yourselves a favor , shoot your t.v. !",1
47,pakis asians and even jungle bunnies come in and * * * * starts getting weird .,1
48,i going to get homeschooled tired of looney lefty teachers and the negroes,1
49,disgusted that birmingham has gone from the `` workshop of the world '' ( a city of a thousand trades ) to producing scumbags like this .,1
50,beware of the falling house prices that negroes bring with them ( another reason why you 'll never find them living near politicans ) .,1
51,no doubt they 'll be coming up with chocolate-colored leprechauns and a chinese flavored uncle sam 's too .,1
52,i was going to say - before you added that last line - they look like a bunch of frightened monkeys with guns ....,1
53,great image of the jew as a poisonous mushroom .,1
54,sadly that is what happens when you dumb down a society and make everything sexual.not even innocent animals are out of the question for these sickos .,1
55,"i disagree you can never justify race mixing some of them girls may have been brainwashed by media , also you are condemning their kids and furture generations of kids to a non white future .",1
56,the reason for the high living expenses is of course the influx of hundreds of thousands of non-whites to the city .,1
57,if half white non negro and jew are pro white and do n't reproduce then they are ok .,1
58,there are things we can do to stop the rapes that occur when blacks and other non whites con white women and girls into getting in cars with them etc for a start teach our women to respect themselves .,1
59,"the kikes probably put the leftist up to it , to make it seem like they do n't have total control of everyone .",1
60,lol gj brother 10 points for the uber humans and - 10 for the sub human ape creatures you are truly one bad mofo whitey crakker man,1
61,hopefully they wo n't settle in us black communities and pick up their bad habits .,1
62,"on a short holiday , go back and do something about your own country and stop putting crap on our doorstep !",1
63,break them up .,1
64,when i watch things like this i pray god will have vengeance on these sub humans even if they have asked for forgiveness .,1
65,i 'm not a nig and need a day off to smoke blunts and drink 40 ouncers .,1
66,most if not all of the whites at my school are complete race traitors,1
67,i 'm either in north florida or nigeria sometimes i ca n't tell the difference. mothergrinninbird.com,1
68,"if your house door was locked , but at midnight your neighbor opened the door for some muslims to come inside and take your stuff , rape your wife and beat you nearly to death ... would you still think your neighbor was a nice guy ?",1
69,more negro savagery : youtube - detroit : 3 black males murder pregnant white woman .,1
70,we have such a huge asian problem .,1
71,an ape without a penis will never be able to pass it on to others .,1
72,we crippin nigga .,1
73,i bet you can see the mexic-ants from space with the google earth. photo ants on picnic table cyf salt of the earth,1
74,so why are n't you complaining about the other mud races ?,1
75,like i said before i 'd bet 90 % + have liberal parents .,1
76,"it only took labour ten years to bring more immigrants * cough * invaders , here than had ever migrated here in the last 5 thousand years .",1
77,they act quite civilized in the video but i suppose they went on a mugging spree after .,1
78,they preach diversity at their professor jobs and government jobs and it makes those white liberal neighborhoods and gated communities too white and in need of some `` black flavor '' at home the joy of diversity right in their white daughter 's bedroom !,1
79,when most whites today have so much white guilt laid upon them that they feel they have to act black or have sexual relations and children with blacks just to be accepted there is a problem with the white race memo .,1
80,seen some girl about 6 years old begging on grafton street once and we were coming out of a shop a few mins later when her father pulls up in a decent car. scum. the lot of them .,1
81,typical negro .,1
82,seems like you cant get away from these parasites anymore its happening and getting worse everywhere .,1
83,"if it 's black , send it back .",1
84,i so hope that coon got life in jail or the death penaltyyou did and are doing the best you can nobody can ask for more .,1
85,"yeah, we could do with the same amount of black rapists as the nordic countries are privileged enough to have .",1
86,"i 'm in birmingham , myself and even the nicer suburban area where i 'm from is getting darker and darker .",1
87,"they are no better than their daughters , they should have disowned them instead of parading a kid around town that looks nothing like them .",1
88,"looking at your guys situation makes me realise how lucky i am that my high school is 100 % white however even in my remote countryside community there are more and more black 's moving into the area , and their kids .",1
89,hiv will do its job. the fags keep searching for a cure but they will never find one because it keeps on changing and mutating. already 60 percent of faggot apes have aids and it continues to grow .,1
90,no need to allow facts to get in the way of a good white guilt message ! ... and the jew laughs loudly !,1
91,the filthy ape gave the horse an infection .,1
92,"the chechen beast was one of those who committed killing in the name of allah against our russian brothers , like the theater in moskva .",1
93,"may they just need to turn these savages loose , justice will take care of itself .",1
94,i was sort of hoping that they will bring back ebola and spread it around to their own kind and the rest of the undesirables who are not wanted here .,1
95,this is completely disgusting ... how can we continue to house these people who have complete contempt for us and all our laws and customs ?,1
96,the official website of the british people 's party a few unpleasant truths re. the zionist ass lickers of the dup,1
97,"it is also a breeding ground for dieversity , and libturd indoctronation .",1
98,this gay kill a young bulgarian man to protect some criminal brown gypsy from beating this is the true face of so-called `` anti-racist '' !,1
99,i've often pointed out that negroes are more stupid than i can even imagine if they actually think they 're gonna win any race war .,1
100,"let the apes use their long arms to throw their monkey punches , and let us whites use wrestling takedowns and submissions .",1
101,to be honest .. i dont think this muslim killed him because he thought the swedish boy looked like a racist ... it was probably just an excuse .,1
102,i got sloppy seconds after some muslims used this girl .,1
103,"most white girls are taught and brainwashed to love black guys , only way is to properly educate them and show them what savages they truly are .",1
104,i think there is more threat from russians than from jews .,1
105,i love it when jews get a taste of thier own vile medicene i hope each and every one of them young to old starve in the cold,1
106,i live up the block from a muslim mask. every friday they rule the streets. they think that they can walk anywhere they want and if your are white they give you a look just klike when you pass through a black neighborhood. they are the same as them nigs,1
107,i guess they would not want to offend an ape .,1
108,it is in the nature of jews to desecrate traditions of all sorts and push our women to make fools of themselves .,1
109,negroids could n't put together a bake sale properly much less a work force .,1
110,we are more concerned about zog controlling us and russia .,1
111,i live in a large american city and it has gotten so bad that it is to the point where we are not just a minority .,1
112,"holly quick , age 16 , brutally raped and murdered by an apelike negro .",1
113,all i have to say is none of this crap that is happening in the world is going to change unless people on a large scale actually stand up and say no we have had enough and drag the scum in the streets and deal with them in a most violent way .,1
114,most of the time they are quiets sheep who want to intergrate but their children makes a new generations of thugs and prostitute .,1
115,"but unfortunately , maine 's become the dumping ground for somalis and other african trash .",1
116,"yeah, maybe if you are jewish they just warm up the old money printing press when they might feel like they are getting low .",1
117,"actually, it 's not us who 's killing them ... it 's they who are killing us .",1
118,are there any whites left in that craphole or have they all been killed ?,1
119,i 'd like to see iran wipe israel off the map .,1
120,"here is a video of the event that is worth watching just to see a beautiful white lady screaming `` scum , scum , scum , f * * * ing scum !!! '' at the muslim filth .",1
121,humans and negroes use restaurants in entirely different ways .,1
122,"well , the warm weather is coming in and guess what , i now have to painstakingly endure all the offspring of these immigrants , africans , foeigners ( im putting them all because there is that many of them ) all playing out the front of the flats in the small garden area , screeching and shouting and their hyena pitched laughing .",1
123,"homosexuals practice a perverse lifestyle that destroys the body , mind , and soul just as drug use does ; merely two paths to the same destructive end .",1
124,therefore everyone in this thread is a holocaust survivor .,1
125,"as a nation , we are in desperate need for an immigration time out and a zero tolerance policy for those here illegally .",1
126,the entire system of classes are a marxist invention. the judeo-bolsheviks are using this to divide our society. in other words ' divide et impera ' .,1
127,i guess the yonge st retail district will be smashed and looted .,1
128,then we can all live in a global utopia with the jew running the show - cant wait nothing short of a brain transplant is going to raise a negroes iq .,1
129,thank the gods she has chosen to go with her own kind .,1
130,have you noticed when white 's beat on blacks they usually end it with one punch and then leave the ape alone .,1
131,when i was a little kid i used to be in this school and somehow i spoke to this jew. this dude got a narcissistic laugh out of every blonde joke. his favorite was when the blond went to donate semen by using her mouth as container. sad but it 's blonds fault also to let this happen .,1
132,i could n't imagine living in those conditions with drugs and filthy negros everywhere .,1
133,"it 's another way to destroy hungarians on top of promoting * * * * * * music , race mixing and pornography .",1
134,the jew is attempting to make the condemned beg for the noose .,1
135,"this guy seems to get it but otherwise : sorry jigs , you 're on your own",1
136,let the non-whites pollute their bodies with that garbage .,1
137,"simply put , they are at least 100,000 years behind evolved creatures on the evolutionary scale with no hope of ever progressing .",1
138,honestly if they ever fired them i 'd expect they 'd do more damage to themselves since the average negro lacks the intellect for basic firearms training .,1
139,this disgusting negro makes us ( white people ) look bad .,1
140,these idiots are doing this to hasten armageddon so they can get a free ride to heaven .,1
141,"i'm insulted by how stupid the jews think we are until i see what they see by reading the posts amongst our so-called , `` awakened brethren . ''",1
142,the jew represents the snake .,1
143,the problem is that through western elites we have to feed and look after useless savages like malema .,1
144,i have been trying to find a job but the mexicans take everything we had .,1
145,"the whites and the asians evoluated , and the blacks are still behind .",1
146,i have been talking about it for years. the filthy muslims putting their sight on africa. in some ways they are worst then blacks .,1
147,they probably stole a bunch of stuff .,1
148,i've heard the name before but i too have no idea who she is .. one of the benefits of turning off the talmudivision and watching very few modern movies,1
149,"not sure if this is the correct place i should post it , but a good video that just uploaded on youtube about these hypocrites .",1
150,i hope our patriots will throu eggs at them and will say some thing like get out to the jungle or i think our coach will make them to go to the trainnig at minus - 30c or - 50f that they uuuu will never be able to play agane and will fly to africa after first tranning 2508,1
151,"i know exactly what you 're saying , i just hate to see those worthless apes benefit from the great things that whites do .",1
152,and now this clip suggests they were suffering by having to live among heartless and barbarian whites .,1
153,"verl : rechts-rocker lebt bürgerlich in verl | neue westfälische , nachrichten aus ostwestfalen-lippe , bielefeld , gütersloh , herford , paderborn , höxter , warburg , news , meldungen , informationen - neue westfälische - verl for days over yule , the zionist controlled press and antifa scum have been laying siege to marco from sleipnir 's family home .",1
154,the only species that constantly grabs his crotch in front of others and waves their arms around furiously are : 1. monkeys 2. blacks 3. both of the above need i say more ?,1
155,"he's a retarded feral negro ( yes , feral humans who cannot talk occasionally pop up , having been abandoned as children. ) .",1
156,"they are often confused with whites when they hide their tail , horns , and hooves .",1
157,"it is like they would bleach their hair blonde and bleach their skin `` white '' , speak english , etc but still they would torment others with their black characteristics .",1
158,last thing we want is them moving off the reserves .,1
159,it should come as no surprise that the jews start embracing the degeneracy that they promote ; what goes around comes around .,1
160,"too many libtards , i would n't waste my time there .",1
161,"go to any major retail mall , the kitchener farmers market , etc , and its absolutely teeming with non whites ( asians , blacks , hispanics , muslims of all colours , and god knows what else ) and race mixers , and yes i hate to say this but from what i saw the other day many more white women doing the race mixing than white men .",1
162,this land was founded by whites for whites and i prefer to punish the symptom of urban decay rather than just its zowg figurehead .,1
163,"oh yeah , no mugshot picture on the page of course , you have to watch the video report to find out it was yet another case of tnb .",1
164,major chimp-out at hip hop awards .,1
165,god please bless with wisdom the judge and jury against this group of thugs that they all might be hanged .,1
166,stop showing off south asian functional illiteracy .,1
167,"prostitution and drug is getting everywhere , dealers are from senegal , guinea , nigeria , dirty prostitutes are fom cameroun .",1
168,it just goes to show that the ira are just criminals and not freedom fighters as they claim .,1
169,"seriously, this guy is very primitive even for a black .",1
170,( the jews had the romans murder jesus for them by falsely accusing jesus and by turning down a chance to pardon jesus .,1
171,greece need a man like adolf hitler and now is the perfect time to start a national political movement to free your country from the zionist bankers,1
172,"sounds just like leicester mate ... still what about our porr comrades that live in brighton , when there look out there window , there see the sight of 50 thousand queers there all strtting there * * * * on the street",1
173,"they sound so naive , when will they learn that these people do not want to intergrate just accumulate .",1
174,every cultured society and all things therein were created by whites .,1
175,"glad some people still opened their homes and let kids trick or treat , even with the usual dieversity infesting the area .",1
176,he is a pathetic little chimp .,1
177,"so long as exists i will not only think of blacks as sub-human savage beasts with no more self-control than a rabid dog , but refer to them as such .",1
178,"i'm with you , winnipeg has become a cesspool .",1
179,this was a bad move by the jew puppets .,1
180,these `` black people '' have the nerve to call themselves human. . .,1
181,"duetschgirltx, no i live in a tiny ass town where i am only one of 100 white folks ( maybe less ) . near san antonio. there are so many dirts around and they all stick together. so when it comes to a white girl in this town i gotta have my own back always is that where you are ?",1
182,"yeah, but i should mention that a few places there , like beaver falls and aliquippa , are chock-full of filthy -- and i mean filthy -- n * * * * * s .",1
183,i sort of understand where you are coming from but plenty of whites have sold us down the river so to speak although the jew is always in the background its very complicated will we ever find out the truth. somalians = scumalians !,1
184,and most people will laugh and shake their head at you when you tell them that jews are a very dangerous group of people .,1
185,only they do and all their brainwash followers .,1
186,arab militaries are incompetent .,1
187,and it stunk like refer and black sweat .,1
188,"well, maybe they 're slowly working their way to destroying eastern europe .",1
189,"and it ai n't your daddy 's new world order either , more like a jew world order .",1
190,the worst thing about this is that every single one of our beautiful cities in all of our countries now look like this .,1
191,"well, the liberals would go ape crazy .",1
192,maybe they 're confusing the fact that we 're tired of libtards on tv for our being tired of white people .,1
193,"there is no different versions of bad when it comes to race traitors , if you date a non white it is bad , no matter if the non-white is asian , black or arab.",1
194,i can picture him as that baby monkey on the ' save the rainforest comercial or whatever,1
195,if i could create a disease that wipes out all black 's i would .,1
196,stop race mixing and discourage those who practice it .,1
197,that 's it i slag off anyone who did n't vote bnp or nf .,1
198,"muds do n't respect anything , including themselves ( what 's to respect ) and therefore anyone else .",1
199,"it 's amazing how stupid liberals are , even after being nearly murdered for being white mr. begley is still a ridiculous * * * * * * -loving fool .",1
200,i would love to see a video of somalis blown apart with a torpedo and see bodies and scrap metal fly hundreds of feet into the air .,1
201,"what i do know is that i live on a small island and it seems that a lot of people from various countries in the world are willing to desert their homelands and their families just to come here , in my mind that tells me a lot about said people and their home countries , most of all it highlights their weaknesses of how their own countries have let them down and how they feel the need to feed off somebody elses country , how should we english interpret this without sounding rude ??? , locust ??? , parasite ??? , you tell me .",1
202,sad it happens more and more they want to take ours but what do they think i want to date one of those negro women,1
203,"i'm glad to hear about my brothers being ready to fight like that , lets just hope in the future these immigrants with no right will get something good enough so they 'll finally leave",1
204,shows some interesting statistics about the jew rats ...,1
205,i 'm angry against myself for just letting this whole world drown into a jewish cesspool .,1
206,want a libtard to support white nationalism ?,1
207,liberal is just the pc word for rapist .,1
208,how the hell are they going to integrate into irish society ? they come from a dirt poor medieval country and have spent the last 3 years living in a refugee camp.what skills are they going to bring here ?,1
209,"there's a place for poles , it 's called poland .",1
210,they have been taking advantage of our over-welcoming nature for far to long .,1
211,"now now lets not discriminate between muslims and jews , i say get them all back to the middle east and turn the whole sand pit to radioactive glass .",1
212,"back when i was a kid , even the black folks called them that .... `` ooohhh i' z cai n't wait until crimusz , i' z gonna get me sum of dem niggah-toes and oranguz fo ' crimusz , an ' sum peppahmintz ; dey shoa iz gud ! ''",1
213,"most of them dont even work , but i have no doubt that some of them will be pushed into high positions in society .",1
214,the only good thing about indians is their married women are so loose that prostitution fails in indian areas .,1
215,lack of compassion seems to go hand and hand with lack the of white blood .,1
216,"hey and if you ever experience a lawsuit from the negro hispanic jews claiming you are racist , simply make an example of the hundreds of negro mexican schools that deny white children .",1
217,their brains have never developed so they think there still in the wild jungles of africa .,1
218,"yeah, after losing peanut butter as their claim to fame , they 'll have to fall back on the super soaker .",1
219,why would you want to see this pollution spread further into our gene pool ?,1
220,"intellectual morons , or educated idiots , are good phrases to describe them .",1
221,"denmark : 2.3 ( 2001 ) , 1.1 ( 2002 ) , 0.9 ( 2003 ) , 0.6 ( 2004 ) . ( assuming population of 5.4 million ) good job denmark !",1
222,"maybe h & k did not realize that blacks do n't buy firearms , they steal them .",1
223,how much you want to bet it is n't a black male running this operation you can count on white people to be very innovative,1
224,"maybe blacks are n't better , but their body is more shaped to hunt animals .",1
225,i 'd put him somewhere between the typical african and an ape .,1
226,once the negros start coming in bunches it will be a hellhole and the whites will have to leave again and start a new community .,1
227,they should be forced to wear the hijab to show that they are different from us .,1
228,i would move to surrey just outside kingston upon thames ok kingston is infested but outer areas are not too bad inner london is just a joke,1
229,interesting article about what to do with these evil persons who keep telling the truth and who don ´ t want to surrender ( in danish ),1
230,hope one day i will be able to see finland withouth those * * * * ing monkey ass soumalian ... im glad .. because finland has lowest immigrate in europe ..... kick those * * * * ing soumalians ass .....,1
231,a public execution for these animals would go a long way to point to justice being done ; it would never bring the girl back ; but i guarantee it would send a message ............................,1
232,the blood of hundreds of white women is on the hands of white liberals .,1
233,last friday an associate here handed out 100 nv leaflets at a rodeo depicting a graphic summation of non-white ( mestizo ) immigration .,1
234,a lot of white women are trying to create danger by drawing these other people into our countries .,1
235,this is why libtards and jews call us white supremacists and get away with it .,1
236,"deanna spingola and dr. lorraine day - zionism , the holocaust , aids and vaccines youtube - deanna spingola and dr. lorraine day - zionism , the holocaust , aids and vaccines listen/watch the full interview @ deanna spingola and dr. lorraine day - zionism , the holocaust , aids and vaccines : free download & streaming : internet archive",1
237,"so do i. the small dogs like those maltese and things we call stoep kakkers , because all they are good for is leaving turds on your stoop .",1
238,"one thing you seemingly cannot grasp--that jews themselves are messiah , and their kingdom is earthly .",1
239,"was walking through tooting broadway in sw london a couple of weeks ago .... was the only white dude around and all i could see was nigs and pakis walking down the street spitting , made me feel ill !",1
240,"...mating with other mulattos would be ideal , but since there are n't huge numbers of mulatto children compared to those of whites or blacks i 'd rather see them up with blacks so that white bloodlines stay intact .",1
241,i am white and i believe all white people know the difference between right and wrong no matter what they say about their political positions.we are facing genocide as a people and the infighting is just loved by non whites .,1
242,the ugly black will always be .... black !,1
243,you aren' t white :,1
244,the only thing more disgusting than a white woman with a groid is a white woman who drags her white child into the filth with her .,1
245,"if this stupid brown savages would stop slaughtering animals or worshipping them ( like they do in india ) , maybe they would n't be starving and so poor .",1
246,that prince who married that asian is a freak. imagine his half and half kids growing up and trying to marry into other royal families,1
247,"ok, so do we need to kill them too or are the slavs okay ? for some reason whenever i hear the word slav , the word slobber comes to mind and i picture a slobbering half breed creature like the humpback of notre dame or igor haha",1
248,trudeau is the white obama as he does n't care about the people of canada but all the third world crap he 's allowing into canada,1
249,no jew has ever found a way to force a big black females to parrot marxist propaganda the way that little dumb liberal anti-whites will .,1
250,i think asians are hot but they arent the girls i wanna get with.a wolf is pretty but do you wanna pet one ? white girls are only ones to be trusted .,1
251,explain how liberals are liars and anti-white and tell her about crime statistics .,1
252,"i was basically a babysitter , and the apes went nuts , and frankly , i could not control them and had to press the panic button twice to get someone to help me .",1
253,i think the uk is more of a lost cause than the us. london has made tons of concessions to non whites .,1
254,"still , a little bit of truth slipping out of an israeli 's mouth surprised this thread was moved as it 's all over the news here .",1
255,if they do n't find a way to kick out the brown cloud that 's already there the danish gene pool is lost .,1
256,it is easier for other races to follow the herd but not whites .,1
257,jewish supremicism is at the end of its noose. : madex,1
258,not sure how we can be anti liberal when we have a prime minister who openly supports israel and sends them cards on their holiday 's laughing stock of the aryan race. not to mention they also openly support the sand people .,1
259,of course they wo n't. they just want to steal our land. they would n't stop until we are all dead. and neither would we .,1
260,"sadly, i think the government would step in if we tried to stop the lesser races from moving into our land .",1
261,"nevermind, found the new page knew it had to be a groid .... any report of rape ?",1
262,"god only knows , these people have no respect for anything not even their own .",1
263,living expenses in stockholm are very high and some poor swedes and other whites have no choice but to live in non-white suburbs .,1
264,oh dear isnt that terrible well i suppose they will just have to leave then and go somewhere they are more valued,1
265,"we should start gangs of our own and kill them and rob their homes , is this what the liberals wanted as `` diversity ? ''",1
266,seeing the teams of white nations have black players in their ranks is a depressing site to see.they should be representing the best of our nations not the worst,1
267,you know if you get past all of there violent animal acts of intimidation they have a soft jaw !,1
268,"^ you ca n't make this stuff up go have a drink , drown the sorrow of living among primitive asians .",1
269,the raw footage of these beasts in their moments of candor is so much more revealing and persuasive for helping our fellow white brothers and sisters see the truth than a thousand books could ever be .,1
270,i say let him in and let him rant his mouth with all the mudslums !,1
271,"i had the luck ( ... ) to meet some africans in the past and i promise you that black are the worse cancer of the world , they 're ready to sell their own sister so you can imagine what will they do with our countries ..",1
272,you cant expect those poor underprivilidged blacks to have to put up with this cold weather .,1
273,"thank you very much for your replies ! i just wonder if there is a site of the nnp in english ? anyway i hope russia will kick non-white butts out of its territory.so long , brothers !",1
274,because they a vile plague on all of mankind that no one really likes .,1
275,beautiful sweden poisoned by arab/muslim trash .,1
276,"god 's own divine intervention , aided by jewish money swindled from the goyim .",1
277,to think that such a great christian nation as ireland has an islamic foundation is sickening .,1
278,"i would like to say and i can proudly say that there are no jews in iceland , those that tried to get here were all sent back to germany ...",1
279,"when i look at the zimbawee 's mugabe , i think `` ape '' or `` gorilla '' .",1
280,they're coming out of the woodwork to oppose white unity and white history month .,1
281,"i do n't blame you , all the yucky nonwhite dna pawing your food as they pass it over the upc scanner , disgusting .",1
282,homo neanderthalensis was just a dumb negro subspecies of the negroid species and never white-european .,1
283,"raising 1 healthy , racially aware child is worth more than all the libtard and mud children in the world .",1
284,what typical brainwashed liberal lemming .,1
285,let mother nature evolve these people naturally because no amount of money or aid is going to drag these ' things ' into the civilized world where they serve absolutely no purpose .,1
286,their is a group of people behind the scenes orchestrating your destruction and they are using non whites as tools to accomplish their agenda .,1
287,and this is why sa went from first world under botha 's rule ( deklerk does n't count ) to a third world begger horde .,1
288,"thank you so much for this , one day i hope the next generation is spared from the travesty brought by public schools , and private ( jews can easily fake being christian ) .",1
289,i live near albany but i could hang out with u if u want we could beat upsome unpure infidels if you would like,1
290,i know a non white who got 5 a 's and 4 b 's but he robably cheated 2508,1
291,bbut they are creeping in slowly seeing more and more these days .,1
292,israel arrests him i bet lentin and co are very happy.all students looking in see what scum the jews are.details here,1
293,so you would refuse even other nordic whites fleeing the brown chaos in the south ?,1
294,i eventually came to the conclusion that jews behave more like a criminal syndicate than any respectable religion .,1
295,it is a total disgrace when tax-payer dollars can go to promoting such degenerate filth .,1
296,i can tell you right now if a black mob is threatening my life and burning my town i 'm going to start shooting .,1
297,god knows what would come out of africa if only blacks could come up with investigative journalism .,1
298,"all the jews i have ever known will do anything for money , and all i can say is there are no good jews",1
299,just as soon as they repay for the generations of welfare their majestic peoples have consumed .,1
300,"oddly i would find it worst if she here black , since negroes are the most inferior and scum bag humanoid race in our planet .",1
301,"the problem is in blacks ' heads , but hey , you have already known that .",1
302,blacks in south africa wondering why their country is going to hell when they put blacks in charge .,1
303,maybe they will be resettled deliberately as refugees or maybe they will come for the women like the chinese men are doing .,1
304,maximum resistance towards zog !,1
305,i do n't know ... if afrocant 's do n't slather their skin several times a day with cocoa butter lotion it takes on a definite crocodilian appearance .,1
306,are you asking the africans in south africa why they hate white people so much that they have murdered over 40 thousand of them since the end of white rule ?,1
307,"i know one thing , no white should ever give one nickel or a second thought to africa for they have repaid good with evil .",1
308,these guys are killing our culture while pretending to want to save it .,1
309,it 's just the way they are .,1
310,therefore they had to practice slavery before all other races .,1
311,i think it is a bit late to think to look after the safety and the future of white people in south africa .,1
312,"i always thought it would be cool if somebody covertly set off a nuke in kashmir , and then we all could sit back and watch as the paki 's and indians nuke the scheiss out of each other .",1
313,"when the entire non-white world is breathing down your neck waiting for an opportunity to kill you , anything you do to protect yourself is self-defense .",1
314,protesting catholic guilt mongering and intellectual deprivation is as worthy of mentioning as the protesting of institutionalized and indoctrinated white guilt from the jewlords across the apelantic .,1
315,immigrants are desperate to stay here. who can blame them ? our government treats them as lords and we as muck. welcome to sfi pluirin !,1
316,i heard from friends in boston this is true.blacks will attack an irish america with a shamrock tattoo.how long before this happens in ireland ?,1
317,islam is not compatible with our way of life in this green and pleasant isle.irish people are white and christian ffs !,1
318,ukraine needs to rid itself of these jewish oligarchs .,1
319,england has been jew infested for centuries and the bbc is the centre of the marxist propaganda mill .,1
320,just because we can `` breed '' does n't mean we should .,1
321,marxist subversion happened .,1
322,their nonwhite societies are failing in every area and yet they are trying to force white civilization to accept their backward nonwhite culture .,1
323,not to mention that they do n't belong here anyway .,1
324,"seriously canada would have been better off if they left the pakis at home , im like you i do n't object to asians because they at least try to fit in .",1
325,having worked around blacks at my previous job every stereotype you hear are all true .,1
326,we'll never give up ... the jews can keep trying opening our borders and sending their third world minions after the european people but we will never capitulate ...,1
327,"im surprised c18 wasnt mentioned , they always are when the ob smash the evil neo = nazis yellow press at its best",1
328,"ive seen some very beautiful white women and nothing sickens me more than to see them pull up at the mall , grocery store , or gas station and think damn shes beautiful then to see her open the back door and walk in with an oreo baby kinda makes you wish it was still 1940 here in alabama 16",1
329,the big black females pushed their way into the houston city counsel meeting and said all of the white teachers they used to have all quit ( do you wonder why ? ) and all you sent us to replace all them teachers was a bunch of dumb blacks .,1
330,i saw a white and a black couple the other day and nearly went ballistic and got enraged .,1
331,ya my little sister doesnt like little black girls when they try to talk to her she pulls a disgusted face and says why are you black ?? and i laugh and say `` maggie dont talk to her '',1
