id,text,label
49,some leaf players say they heard shots this morning from the tomb of the unknown soldier. scary events in ottawa,1
50,thoughts and prayers for everyone in ottawa,0
51,"as we lay down our head in the safety of our homes tonight,countless hostages face an uncertain night. our thoughts are with u",0
52,breaking: gunshots and several explosions heard at dammartin-en-goele site in france: reuters reporter,0
53,the co-pilot received psychiatric treatment for a ‘serious depressive episode.’,1
54,developing news: soldier shot at war memorial. watch cbc nn for coverage. or follow online:,1
55,breaking: french police tell ap suspects in attack have taken a hostage northeast of paris.,1
56,fox news alert: has the breaking details on crash,0
57,french police publishes photos of suspect in yesterday's montrouge shooting. maybe the same persons in kosher market,1
58,"police now say there were two shooting incidents in ottawa: one at the war memorial, the other on parliament hill.",1
59,. we must reprint his work (yes his work - the main cartoonist). bbc spits on the dead by censoring it,0
60,how indicative of a profound fragility of any faith is the impulse to murder anyone who mocks it.,0
61,i love this.,0
62,this is what they aren't showing you on the media. these young men cleaning up after the riot.,0
63,.'s report on what we know right now about the :,0
64,was a recent muslim convert as well as a psychiatric patient. is lauding him as a hero.,1
65,"i'd rather swallow a bullet than bow to a ""god"" too insecure to handle cartoons.",0
66,breaking: 148 feared dead in crashed flight,1
67,"breaking: soldier shot at war memorial in ottawa, hill on lockdown, shooter at large",1
68,and how are some of y'all so quick to believe the same police dept. that threw tear gas at folks in their gatdamb front yards.,0
69,omg really ?? and we wonder why the world thinks americans are morons.,0
70,did anyone think of comparing the clothes that was wearing when he was laying on the street to the security footage?,1
71,"isis beheadings, boko haram school attacks, the london beheading, canadian soldier shot in cold blood, sydney attack.",0
72,"breaking - a320, owned by lufthansa affiliate germanwings was travelling between barcelona and dusseldorf when it went down in french alps",1
73,livenation confirms that prince will not be performing at massey hall tonight.,1
74,"france's most talented cartoonists:cabu, wolinski, charb, tignous died in attack",1
75,yesterday💪today 💪💪tomorrow 💪💪💪,0
76,"video footage of the the paris shooting from french tv, via , including a shout of allahu akbar",1
77,"germanwings crash: ""the accident happened in a zone that is particularly hard to access.""",0
78,helicopters and vehicles are seen next to a building in dammartin-en-goele where a hostage-taking is underway,1
79,"""this is an attack on free speech"" - french president hollande after shooting:",0
80,morning in,0
81,. keeps playing the video while saying it has nothing to do with the murder of this is psychological warfae.,1
82,"ag eric holder called ron johnson this afternoon, called approach a “model of community-based policing.”",0
83,"according to reports, one gunman is dead in parliament shooting. live coverage:",1
84,‘the gurlitt collection should be sold to benefit jewish organisations’ - the art newspaper,0
85,"""please don't let me die.""",0
86,inside massey hall in toronto. pretty legit. wish i were there!,1
87,"retweet if you think satire should not be censored: ""love stronger than hate"":",0
88,"france: since last night, gunfire and bombings have targeted two mosques, a prayer room, and a muslim family's car.",0
89,sydney hostage crisis:,1
90,here's that dramatic video via of shots fired inside parliament building:,1
91,chilling video allegedly of attackers filmed from rooftop. a cry of 'allahou akbar' followed by shots …,1
92,"police say michael brown was robbery suspect, which totally explains why he got the death penalty without a trial.",1
93,new: sources: deceased gunman who killed soldier in ottawa has been identified as canadian national michael zehaf-bibeau -,1
94,"armed with kalachnikovs &amp; rocketlauncher, 2 men open fire at french satirical mag charlie hebdo that published prophet mohamed cartoons",1
95,crews are on sydney ave after a male was thrown off a 3 story balcony. pd say on arrival male is conscious &amp; smoking a cigarette,0
96,is a heroic bastion of free speech. it's also racist.,0
97,people are being held hostage and the fact that there are people who'd rather celebrate how 5sos aren't in sydney honestly disgusts me,0
98,"if is indeed the robber, where’s the red ball cap? sandals? stolen cigars?",1
99,post the caricatures in solidarity and respect for the heroes from the satiric magazine,0
100,sydney gunman was shot by police and is confirmed dead,1
101,"charlie hebdo killers say they ""want to die like martyrs"". i suspect the french police will be happy to oblige ...",1
102,rt : soldier killed at war memorial identified as cpl. nathan cirillo,1
103,lets bomb nurseries w/ white babies!? fbi: leader inciting violence in,1
104,in case of queries about indian nationals following events in sydney contact dr viond bahade dy consul general at phone +61 481 453550,0
105,"rt : , cartoonist killed in , after death threats",0
106,the magazine attacked in paris has a history of bold satire,0
107,from jaywalking to strong-arm robbery. mhm...,1
108,"shooting: gunmen shouted 'we have avenged the prophet"" during attack - reports",1
109,irony is that this week's cover of charlie hebdo is an attack against islamophobe writer houellebecq,0
110,"paris police: 10 dead, 5 injured at shooting",1
111,update: airspace across sydney is in lockdown. has also been evacuated.,1
112,"call me foolish but this girl holding hiding her face, in a ghostly looking made me cry",0
113,full white house statement on obama's call to,1
114,"awesome: next issue of will have 1 million copy run, up from 30,000 circulation.",0
115,in memory for those killed in .,0
116,update - reuters reports at least one person killed &amp; several injured in shootout before hostage-taking in dammartin-en-goele in france,1
117,more photos: armed gunmen fire at police near hq,1
118,a few of the best cartoons drawn &amp; shared in solidarity with after yesterday's massacre,0
119,"breaking news: ottawa police confirm to abc news they are looking for 3 suspects, one has been 'dealt with' -",1
120,"thinking of layton's words: ""love is better than anger. hope is better than fear. optimism is better than despair.""",0
121,the state department is concerned about a coup against vladimir putin. we will continue to monitor the situation closely.,0
122,"breaking: 2 more hostages escape sydney cafe, local media report",1
123,"a photo of cpl. nathan cirillo, killed in today.",1
124,"my friend torey just said all his local news channels have been blacked out too. omg this is why there is a ""no fly zone"" order!!",0
125,coup? rt : rumors all russian military attaches at embassy in london have returned to moscow:,1
126,flight 9525 co-pilot crashed plane! my go out to the families!,0
127,uber is allegedly charging passengers $100 minimum during sydney siege via,1
128,attack: terrified witness films masked gunmen shooting man on pavement,0
129,the attack on led to a twitter reaction that ranged from condemnation to support,0
130,hello fellow white people. lets try to show as much outrage for as we did for facebook messenger.,0
131,what a difference a day makes.,0
132,breaking: ctv news confirms that shots have been fired on parliament hill.,1
133,rt : playback of flight with speed and altitude graph is available on,0
134,"israel, where muslim women and children were slaughtered in palestine this world?",0
135,the attack on charlie hebdo is an attack on freedom: the leading article from the new spectator magazine:,0
136,obama has militarized every government agency there is. this is big government.,0
137,sydney: reports of people with their hands up against a window; black flag with arabic writing - more:,1
138,how to respond to the murderous attack on charlie hebdo? every newspaper in the free world should print this.,0
139,helicopters are bringing bodies to a school gymnasium near site of a320 crash.,0
140,five hostages have escaped the besieged lindt cafe in | our latest update:,1
141,"""fanaticism is a monster that pretends to be the child of religion"" voltaire",0
142,"we ""are charlie hebdo"" in the same sense that we demanded boko haram bring back ""our"" girls. you know, the girls we no longer talk about.",0
143,"the copilot of the germanwings plans, andreas guenter lubitz, appeared to want to ""destroy the plane,"" french prosecutor says.",1
144,if all white people aren't responsible for than neither should all muslims be responsible for .,0
145,"map of areas where ottawa shootings were reported: national war memorial, near the rideau centre and parliament hill.",1
146,"""my boss let me go early, told me i look sick."" lineup for rumoured prince show:",1
147,attempts to extend blame for this to all muslims should be treated with the same disgust as attempts to justify the attacks.,0
148,update: - a320 crashes in french alps - barcelona-to-dusseldorf flight - 142 passengers &amp; 6 crew members,1
149,crash of the germanwings flight is extremely unfortunate. we share the sorrow &amp; pain of the families of those on board.,0
150,rt : religious leaders meet at lakemba mosque in sydney to pray for hostages,0
151,are these cops or soldiers? experts say police tactics have made tensions worse,0
152,"poor attempt by to justify attack, despite the fact that france was first to recognise palestine",0
153,more: at least 5 hostages are reported held by gunman in eastern paris kosher grocery store,1
154,"hostages held inside sydney cafe, islamic flag held up",1
155,"our statement on the charlie hebdo attack: defend freedom of speech, resist hatred.",0
156,"brilliant satirists did not attack , but poked fun @ &amp; of all kind inc &amp; .",0
157,correction: we reported earlier sydney air space was shut down. that is not correct. no sydney air space has been shut down.,1
158,"seven people reportedly taken away on stretchers, with paramedics treating five.",1
159,stay tuned. cornelius gurlitt's overlooked heirs want control of his nazi-era 'degenerate art' estate via,0
160,the twitter accounts and have turned their logos black.,0
161,"two shot in paris, including traffic cop, as manhunt continues for suspects",1
162,map shows where gun attack on satirical magazine took place in central paris,0
163,: prayers for the wounded hostages.,0
164,breaking: name of co-pilot of crashed flight was andreas lubitz,1
165,the president is upset about the terrorist attack in paris. it's taking attention away from him.,0
166,"update: reports a gunman is requesting to speak to australian leaders on live radio, as specialist officers work to make contact.",1
167,rt - if you support this fighter!,0
168,police say they are dealing with multiple suspects. cannot confirm whether both/all have guns. ottawa still pretty much locked down,1
169,"ferguson, missouri, police to release name of officer in fatal shooting",1
170,realist picture you will see today..,0
171,the building of 1 of the biggest tv channels in germany (berlin) today. we are with you,0
172,coming up live ottawa shooting: stephen harper to address nation,1
173,the day cops beat a man and charged him with getting his blood on their uniforms,1
174,watch video: ottawa shooting witness clips:,0
175,rumour: to take over for in,1
176,: dark day for freedom of expression as gunmen attack newspaper office.,0
177,"france faces 2 hostage-taking attacks; paris kosher market attack has 5 hostages, some wounded:",1
178,"another police shooting in protest-plagued : (scott olson, getty images)",1
179,", christopher hitchens on the case for mocking religion is important, relevant:",0
180,think this ticks all the boxes.,0
181,? charges against activist who warned of troops in dropped,0
182,rt : wow. cover.,0
183,"dear editors: every time your media organization censors a cartoon, you are enabling and justifying mass murder. love, josh",0
184,rcmp saying stay away from windows if you are in downtown ottawa,0
185,"there are reportedly 13 hostages in the siege at martin place, sydney cbd - watch us live for continuous updates",1
186,"captain johnson: ""you're going to see a bunch of smiles, a bunch of hugs, and a bunch of conversations"" tonight in .",0
187,pres. obama's initial statement on the paris terrorist attack did not condemn radical islamists. he might try again later. or not.,0
188,short piece from me on why no one is to blame for murder but the murderers themselves,0
189,"hundreds of muslims in sweden celebrate terrorist attack on charlie hebdo in france shouting,“islam will take over the world”",0
190,here's copy of joint statement from us attorney re:,0
191,"charlie hebdo: norway didn’t give in to islamophobia, nor should france",0
192,"could hear shots from their rooms, i am told.",1
193,breaking: gunman at paris store threatens to kill hostages if suspects are harmed.,1
194,update: police officer shot outside paris this morning dies,1
195,. just left fans out in the cold. reaction:,1
196,"breaking: crash victims include 72 german citizens, 35 spaniards, 2 americans, per ceo - via",1
197,. take a stand and rt: i am i am,0
198,media guide to crime aboriginal = it's cultural muslim = it's terrorism christian = it's mental illness,0
199,here are some of the satirical pictures charlie hebdo have produced,0
200,"occupation is a crime, to ! antiwar committee chicago",0
201,"the plane is believed to have crashed shortly after a distress call reporting an ""abnormal situation""",1
202,oh god my heart is sick at this charlie hebdo news. one of the only brave newspapers in the world.,0
203,alert thru press gallery email: rcmp advises if u r in downtown ottawa to stay away from windows &amp; off roofs due to ongoing police incident,0
204,no word yet on the whereabouts of gunman man monis.,1
205,thousands gather across france in solidarity with terror victims.,0
206,charlie hebdo suspects are reported killed by police,0
207,video has emerged showing the moment gunmen opened fire at 's hq in paris.,0
208,"this is flag currently held in sydney window, a garden-variety islamist flag. therefore, doesn’t tell us anything yet",1
209,one of the gunmen was radicalized by the horror at abu ghraib. cc,0
210,"um, the international business times is running a piece blaming attack on israel",0
211,"""putin's continued absence suggests a palace coup."" shooting nemtsov may have been a bridge too far.",1
212,"the canadian soldier shot at the war memorial in ottawa has died, according to two members of parliament. live blog:",1
213,french media say paris hostage-taker demanding freedom of suspects,1
214,the soldier killed in today is being named as 24-year-old nathan cirillo. latest here:,1
215,gunman ‘has improvised explosive device’,0
216,"press council confirms ""at least one"" complaint against daily telegraph special",0
217,breaking news: name of officer who shot - officer daren wilson -,1
218,sydney siege ongoing; pm says unclear if politically motivated. our latest update,0
219,maybe the protestors in should dress as klan members. the police will protect them.,0
220,the surviving staff at have just announced that the magazine will publish next week--on schedule.,0
221,our pray for banjarnegara landslide and hope everything back to normal. and our thoughts are with sydney. hope everybody gets out safely,0
222,is prince performing a show in toronto tonight? trick question: prince doesn't perform. prince is you. prince is this tweet. prince is.,1
223,i'm appalled by today's attack in ottawa. i offer my full support to and the canadian people as they deal with this incident.,0
224,great minds think alike but so do dumbasses! jesse jackson: there's a '' near u,0
225,recovered black box shows a pilot was locked out of the germanwings cockpit before the crash,1
226,especially poignant this week: bill hicks on what free speech really means,0
227,sally kohn compares today's attack to all the 'christians or jews killing in name of religion',0
228,"yes describe people protesting police officer killing michael brown as ""mob"". then, edit, ""crowd""",0
229,police have named the cop who shot michael brown. 's latest report from :,1
230,dogs? in 2014? rt : right now in mo following the killing of 17-year-old,0
231,"french cartoonists charb, cabu, tignous and wolinski all killed in charlie hebdo attack",0
232,australians respond to with hashtag,0
233,thinking about all my mates in sydney. hope everyone is okay.,0
234,"video footage of my arrest, staffers, and michael powers protest and arrests 8-13-14:",0
235,the 'freedom of speech' western hypocrisy..,0
236,the flag in the window of the lindt cafe in martin place is not an islamic state flag. an explanation:,1
237,"whether it's a woman who has been raped or a black man gunned down, we live in a culture that blames non-white, non-male victims.",0
238,you know strange things are happening in the when trolls start worrying,0
239,raptors hold a moment of silence to honour cpl. nathan cirillo and all those affected by today's events in ottawa.,1
240,expert: vladimir putin’s disappearance could mean russia’s undergoing a coup,1
241,"as attack unfolded, a journalist tweeted while taking shelter on a roof",1
242,"i'm back! few days of ""me time"". secretly had a bit of work done. it's taken years off me!",0
243,i refuse to call the police chief incompetent when it is so clear the release of that video was calculated and brazen.,1
244,hostages taken in sydney cafe as islamic flag is reportedly flown,1
245,"kremlin preparing major announcement, journalists asked not to depart for weekend -",1
246,"“if liberty means anything at all, it means the right to tell people what they do not want to hear.""",0
247,hostages have reportedly been taken as police pursue gunmen responsible for the,1
248,the face of black america each time speaks about or to us.,0
249,. you see what you've done to ?,1
250,police in plan to release name of officer who shot unarmed teen michael brown:,1
251,two young guys have arrived and are swigging from bottles of white wine. this is a hostage situation,0
252,there's a tank near the hostage scene (pic: heathcliff o'malley),1
253,paris murder suspects cornered with hostage,1
254,crowds gather around the world in solidarity with victims,0
255,"grand mufti prof. ibrahim abu mohamed has condemned the siege in sydney as a ""criminal act"" denounced by islam",0
256,"a message for , from",0
257,prediction: the massacre will not dent the political class's complacency one iota,0
258,breaking: another hostage situation developing in a parisian kosher supermarket,1
259,cartoon by sums up today's grim events,0
260,condolences to staff at charlie hebdo &amp; their loved ones. they stood for free speech &amp; paid with their lives. i stand with,0
261,uber reaches 4.0x surge pricing as sydney faces hostage lockdown,1
262,couple of go-arounds at cdg. unknown if weather related or any connection to shooting 5 km from airport,0
263,iranian cartoonist for,0
264,breaking news: sydney siege gunman down.,1
265,according to psychiatric evaluation not mentally fit to write will bequeathing paintings to museum,1
266,how people in france view muslims: very positively,0
267,"it didn't take that long. the first pakistani to say, massacre has nothing to with islam, has emerged.",0
268,soldier killed in canada shooting was a young reservist with a six-year-old son,1
269,"parliament shooting a very active situation still at the moment. they are searching the building, presumably for a suspect or suspects.",0
270,"gunfire, explosions heard at print plant north of paris where the 2 suspects are holed up with hostage.",0
271,"""i may not agree with what you say but will defend your right to say it."" - voltaire",0
272,"12 dead in paris attack on office, five others critical",1
273,australian mufti condemns hostage taking in - statement,1
274,update: this morning’s shooting incidents occurred at the national war memorial and on parliament hill. not rideau centre.,1
275,"breaking: distress call linked with jet came from air traffic control, not plane -- aviation official.",1
276,: schools near the kosher grocery siege are in lockdown,0
277,"more on commuters' bags, to be recognized by muslims who wld need to ride w/someone.",0
278,sydney airspace wasn't closed. a second terror suspect wasn't arrested. myths around debunked.,1
279,airbus is first crash of airliner on french soil since concorde disaster:,0
280,funny but as soon as putin will re appear on public most of the current tweets will be quickly deleted 😂,0
281,key point: officer wilson was not aware that was a robbery suspect. it will be key in establishing his state of mind.,1
282,people died today for telling jokes.,0
283,"the police look more militarized now than the actual national guard, here from the 1967 newark riots:",0
284,cafés around the area letting us charge phones and handing out water. this is the best side of sydney.,0
285,how the terrorist attack unfolded:,0
286,reports now that 2nd shooter has been shot in downtown ottawa,1
287,": if we talk about ‘war’, we fall into the trap set by murderers,",0
288,french police launch assault at site north of paris where two suspected charlie hebdo killers are holding a hostage,0
289,smoke rises from site where charlie hebdo suspects holed up,0
290,"16 schoolchildren, two teachers may have been on crashed plane: german town haltern.",1
291,wherein a bunch of guys who served in iraq and afgh look at the cops and say: wtf? via,0
292,"haron monis,the true muslim,who believes in allah &amp; muhammad,is terrorizing sydney, murdered his ex-wife,committed multiple sexual assaults.",0
293,"i feel france will throw satire into the murderers faces, and freedom of expression will be ever greater #",0
294,news co-pilot andreas lubitz had serious depressive episode (bild newspaper),1
295,co pilot new muslim convert islamic state praises their hero 🇺🇸,1
296,stephen hawking's boycott hits israel where it hurts; rejection comes from a famous scientist now,0
297,gunfire and explosions have been heard as armed police stormed the lindt cafe building in sydney,0
298,"isis flag visible as gunman seizes sydney cafe, holds hostages",1
299,be safe ottawa! praying for everyone involved today.,0
300,our thoughts are with the city of ottawa and those affected by today's events. be safe.,0
301,germanwings airbus a320 crashes in french alps: what we do and do not know,0
302,details: armed man takes hostage in kosher grocery store in eastern paris - reports,1
303,"witness says say three or four shots fired at 's war memorial, soldier wounded, being treated by several paramedics.",1
304,"well, this might explain everything: kabayeva rumoured to have delivered a baby in switzerland ger",1
305,omg! at least one msm publication has done the unthinkable! navbharat times has posted the cartoons!,0
306,local news piece on toronto show tonight,1
307,: police storm hostage-taker at paris grocer,0
308,: hollande expresses 'solidarity' with families of a320 airbus victims,0
309,"reminder: forget the robbery, forget the minor looting. nothing justifies militarized police pointing sniper rifles at journalists",1
310,the lindt cafe has issued a short statement on the martin place siege on facebook.,0
311,breaking news: ten dead in shooting at headquarters of french satirical weekly charlie hebdo - french media,1
312,"everyone in ottawa, please stay safe.",0
313,"americans, rest assured that if we could've prevented today's paris terrorist attack by waterboarding, we wouldn't. too mean.",0
314,reports: suspects killed,1
315,"ottawa shootings reportedly at three locations - parliament, war memorial and shopping mall.",1
316,i'm horrified at the anti-catalan and anti-german tweets coming from spanish trolls on twitter. i will not rt them.,0
317,debris from the plane that crashed in france is scattered over a remote area high up in the alps,0
318,the kunstmuseum bern accepts the gurlitt collection. this was decided by the board of trustees of the art museum . more to follow.,1
319,paris attack suspects have taken a hostage. french police have them cornered near paris airport. live:,1
320,"breaking news: germanwings was carrying 148 people on board when it crashed, officials say",1
321,it is worth remembering that most boat people are fleeing the same extremists we are fighting in the middle east,0
322,breaking: civic hosp official says two new patients are enroute to hospital. 1 w/gunshot wounds. both stable.,1
323,"it's worth a 1,000 words: look at the heartbreaking cartoons mourning attack",0
324,: reports of shots fired on parliament hill,1
325,"so police narrative in is unarmed teen suspected in unarmed robbery was shot to death. we've still got a problem, chief.",1
326,"update - the editor-in-chief of gerard biard says a ""newspaper is not a weapon of war""",0
327,has returned from holidays with a tribute cartoon,0
328,i really don't understand why people in europe think i'm a 'moron.',0
329,the worst of times can bring out the best in a lot of humanity. except the super-rich.,0
330,a post of what we actually do know about the sydney siege. it is not very long.,0
331,do the math. stop the conflation and collateral indictment of muslim australians.,0
332,"when your girl comes to watch you ball, you start shooting crazy 3s.",0
333,updated: an armed person took hostages in a sydney cafe and displayed a black flag with arabic script,1
334,update: airspace over sydney has been shut down. live coverage:,1
335,- hostage taken at kosher shop in by ‘suspect in police officer shooting',1
336,prince is in my spin class right now.,1
337,"""i prefer to die standing than to live on my knees"" charb, editor of killed today",0
338,here is a collection of debris i found in yesterday there were tons more rubber bullets,0
339,banksy's illustrated response to the charlie hebdo attack isn't by banksy. but it is striking,1
340,map of three locations where police say shots have been fired,1
341,nova scotia can halifax → » update » 442 charlie hebdo charlie hebdo paris shooting: 12 dead after gunmen storm sat…,0
342,horrifying news about sydney hostages please remember to only blame the individuals involved not the religion they claim to operate under,0
343,australians offering support to muslims on public transport who fear racist abuse using the hashtag.,0
344,update - afp reports will publish an edition of the magazine as normal next week,0
345,"rest in peace, michael brown. 17 forever.",0
346,at least five people have been released or escaped from a sydney cafe where an armed man is holding hostages:,1
347,protest ending for the night.,0
348,five free but an unknown number remain trapped in dramatic siege in sydney:,1
349,"canadian soldier who was shot at 's war memorial is a reservist serving with the argyll and sutherland highlanders in , ont.",1
350,rip corporal nathan cirillo thank you for serving our country. gone but never forgotten,1
351,a crowd gathers near martin place.,0
352,wish i was going to that secret concert that and prince are performing at in toronto,1
353,emergency responders escort vips out of a building near parliament hill following ottawa shooting (photo: barcroft),0
354,"new: ottawa police reporting 3rd shooting scene, at rideau centre mall, close to parliament hill",1
355,"after the awful attack on , france should set example of tolerance, protect muslims from reprisals",0
356,gurlitt collection accepted by kunstmuseum bern,1
357,update from ottawa: -cdn soldier dies from shooting -parliamentary guard wounded -parliament hill still in lockdown,1
358,janelle monae and her band stand in w/,0
359,it would have been nice to take them alive but it feels good that they’re dead.,0
360,"french islamic leaders at scene to condemn the attack. ""they have hit us all. we are all victims. these people are a minority""",0
361,"police forces take position by the kosher grocery store in saint-mande, near porte de vincennes in paris.",0
362,"it is speculative, but judging by video &amp; imagery from scene of attack, these gunmen are not amateurs - they look experienced.",0
363,the moment of silence in anaheim also meant to honor all those affected by the tragedy in ottawa today,0
364,just went past 12 hours since this started. we are thinking of the hostages and their families at this time.,0
365,"update: security alert in trocadero near the eiffel tower in paris appears to be ""false alarm"".",1
366,at least 11 dead and 5 injured after gunmen storm charlie hebdo office in paris,1
367,"reports: cherif kouachi, 32, and older brother said, 34, suspected of charlie hebdo attack are dead:",0
368,: flag w/ islamic writing held up to window of cafe. police say up to 50 hostages. pm convenes security team.,1
369,are you extending a friendly hand on public transport tonight? is one good thing out of at least,0
370,another hostage flees the scene of the | | courtesy,1
371,reuters: one gunman has been shot dead inside canadian parliament building,1
372,"more freedom satire from charlie hebdo - ""the pope in paris: the french are as idiotic as the blacks"" ht",0
373,"the whistleblower, a white man who went by the name of ""lonewolf,"" said black people should be allowed to shop w/o harassment.",0
374,in a tweet concert promoter live nation says there is no prince show at massey hall tonight,1
375,: what we know so far,0
376,rip cpl. nathan cirillo of the argyll and sutherland highlanders,1
377,updated: soldier killed in identified as cpl. nathan cirillo from hamilton.,1
378,"third thought: defending the rights that charlie hebdo defended means defending free speech, not attacking muslims.",0
379,"reports appears to be over. two people are confirmed dead, three in serious condition.",1
380,justin bieber shooting in a swimming pool at,0
381,at least 11 dead in muslim terror attack on france. show your support by posting charlie hebdo cartoons.,0
382,punk may be dead – but never !,1
383,in a tweet concert promoter live nation says there is no prince show at massey hall tonight,1
384,"french radio says attackers on offices of paris weekly ran out yelling ""allahu akbar""",1
385,"reports: crashed plane was carrying 148 people, including 142 passengers, two pilots and four flight attendants.",1
386,vigils held around the world - in pictures (pic: e castro-mendivil/reuters),0
387,breaking - a germanwings airbus a320 plane reportedly crashed in the region of digne (french alps) - french tv,1
388,if is dead here is what happens next,1
389,"stop saying was ""known for mocking muslims."" they mocked everyone.",0
390,still huge security presence in as police search buildings - follow our coverage:,0
391,the rcmp will hold a news conference close to 2 p.m. to provide an update on the shootings in ottawa.,1
392,soldier killed in canada shooting was a young reservist with a six-year-old son pray for him.,1
393,200 cops in riot gear in because there is a prayer circle and a concerned compassionate community,1
394,we demand that police stay away from us without wearing cameras for our protection!,0
395,. the two terrorists are dead. the hostage is alive.,0
396,today's images of putin are actually from oct 2014.,0
397,attack on parliament: soldier shot; gunman on the loose. follow our developing story:,1
398,"remember: this is how protests began. before dogs, tear gas, rubber bullets, intimidation, no-fly zone...",0
399,prince playing surprise show in toronto tonight? are you lined up at masey hall?,1
400,"still trapped here, barricaded. not in my office, but elsewhere.",0
401,live video from standoff north of paris with brothers suspected in the charlie hebdo attack,0
402,last-minute lawsuit filed by relative of cornelius gurlitt over nazi-era art hoard pls rt @ seb_kirby,0
403,new yorker's reaction to shooting,0
404,toronto 2nite: this is a page from which states prince is playing,1
405,australian pm tony abbott says security has been increased in canberra following,0
406,: pmo says pm harper is safe and has left parliament hill,0
407,stop making excuses for terrorists. tweeted this before christmas and there'll be no avenging jesus.,0
408,explosions at site where charlie hebdo suspects holed up: afp,0
409,love is stronger than hate/l'amour plus fort que la haine h/t,0
410,"breaking news: shots fired, hostages taken in town northeast of paris",1
411,"chief tells me he ""didn't know"" media was at . newser now 25 minutes late",0
412,"amazing mt : 's most famous cartoonist, uderzo, comes out of retirement for .",0
413,a closer still caption of gunman,1
414,. on and the right to commit blasphemy:,0
415,"flight was descending with a rate of about 3000-4000 feet per minute, which is quite standard for an airport approach.",1
416,"infographic of the flag being shown in martin place, as compared to flags used by is &amp; others. via",0
417,"answer of to terrorism, imam, rabbi and priest come together to pray for the hostages.",0
418,"let us condemn the""sydney cafe seize""&amp; pray for the safe return of hostages. let's unite to prevent such acts of violence across the world",1
419,"now ppl will be showing up @ various venues hoping prince will appear for a secret show. also, will prince buy the el mo sign?",1
420,consulate reportedly evacuated amid hostage situation,1
421,"just in: canadian military bases being closed after soldier shot at nat'l war memorial, ongoing situation near parliament -",0
422,"“if liberty means anything at all, it means the right to tell people what they do not want to hear.” ― george orwell",0
423,a hostage runs towards a police officer outside lindt cafe,1
424,report: police beat up wrong suspect then charged him for getting blood on uniforms in 2009,1
425,"is likely being carried out by a 'lone wolf' with minimal links to organized terror groups, expert says",0
426,condemns criminal attack in offers her condolences to french people and government,0
